touchpoint_id,customer_id,campaign_id,interaction_timestamp,interaction_date,touchpoint_order,total_customer_touchpoints,channel_type,utm_source,utm_medium,utm_campaign,consumer_stage,device_type,session_duration_sec,touchpoint_clicks,touchpoint_impressions,survey_engagement_rating,survey_sentiment_rating,survey_cross_channel_influence_rating,survey_perceived_value_rating,survey_effectiveness_rating,touchpoint_marketing_cost
TP638,C285,CMP12,2024-04-13 07:09:00,2024-04-13,4,9,Email,email,email,CMP12_influencer,Retention,Tablet,962,7,86,0.8,0.35,0.41,0.82,0.11,6.3
TP708,C285,CMP18,2024-05-02 10:48:00,2024-05-02,5,9,In-Store,offline_store,offline,CMP18_influencer,Consideration,Desktop,545,8,64,0.45,-0.25,0.13,0.39,0.44,0.65
TP1109,C285,CMP07,2024-05-04 16:11:00,2024-05-04,6,9,Email,email,email,CMP07_email,Consideration,Desktop,965,7,1,0.21,-0.38,0.38,0.86,0.78,2.15
TP1748,C285,CMP02,2024-05-24 13:08:00,2024-05-24,7,9,Web,website,web_referral,CMP02_email,Consideration,Desktop,201,3,77,0.23,0.95,0.1,0.76,0.17,9.01
TP1619,C285,CMP07,2024-06-12 06:35:00,2024-06-12,8,9,In-Store,offline_store,offline,CMP07_email,Awareness,Desktop,540,9,197,0.07,-0.49,0.36,0.13,0.97,7.59
TP2345,C285,CMP10,2024-06-22 13:24:00,2024-06-22,9,9,In-Store,offline_store,offline,CMP10_email,Conversion,Desktop,140,5,81,0.31,-0.69,0.48,0.11,0.78,7.18
TP1408,C286,CMP01,2024-03-25 14:54:00,2024-03-25,1,7,Social,social_media,paid_social,CMP01_email,Conversion,Mobile,316,4,160,0.24,-0.63,0.14,0.83,0.16,7.57
TP769,C286,CMP16,2024-04-03 01:26:00,2024-04-03,2,7,In-Store,offline_store,offline,CMP16_social_media,Retention,Mobile,805,8,22,0.45,0.67,0.51,0.56,0.58,6.6
TP1658,C286,CMP15,2024-04-16 22:52:00,2024-04-16,3,7,Mobile,mobile_app,mobile_push,CMP15_display,Retention,Desktop,176,4,187,0.57,0.66,0.17,0.07,0.66,3.91
TP1091,C286,CMP01,2024-04-25 11:08:00,2024-04-25,4,7,In-Store,offline_store,offline,CMP01_email,Awareness,Tablet,77,4,185,0.44,0.1,0.48,0.25,0.77,4.63
TP225,C286,CMP13,2024-05-26 18:11:00,2024-05-26,5,7,Email,email,email,CMP13_social_media,Conversion,Desktop,194,10,23,0.95,0.12,0.15,0.93,0.54,8.43
TP986,C286,CMP06,2024-06-13 22:03:00,2024-06-13,6,7,Social,social_media,paid_social,CMP06_display,Retention,Mobile,400,10,187,0.58,-0.02,0.42,0.62,0.21,1.44
TP440,C286,CMP02,2024-06-18 22:00:00,2024-06-18,7,7,Email,email,email,CMP02_email,Awareness,Desktop,1119,2,157,0.66,-0.81,0.75,0.12,0.91,4.15
TP1833,C287,CMP05,2024-03-06 09:39:00,2024-03-06,1,2,In-Store,offline_store,offline,CMP05_email,Consideration,Desktop,1187,4,135,0.51,0.31,0.65,0.79,0.48,8.42
TP1551,C287,CMP09,2024-04-22 07:24:00,2024-04-22,2,2,Social,social_media,paid_social,CMP09_social_media,Consideration,Desktop,286,9,168,0.2,-0.37,0.18,0.26,0.46,5.49
TP2358,C288,CMP12,2024-03-18 11:56:00,2024-03-18,1,10,In-Store,offline_store,offline,CMP12_influencer,Awareness,Desktop,936,8,149,0.61,-0.15,0.38,0.95,0.05,5.55
TP1723,C288,CMP11,2024-03-31 11:32:00,2024-03-31,2,10,Email,email,email,CMP11_display,Awareness,Tablet,609,5,187,0.04,-0.11,0.18,0.82,0.21,5.16
TP1959,C288,CMP08,2024-04-29 09:57:00,2024-04-29,3,10,Web,website,web_referral,CMP08_search,Retention,Tablet,1151,2,171,0.65,0.44,0.84,0.58,0.08,3.37
TP1694,C288,CMP12,2024-05-19 09:18:00,2024-05-19,4,10,Social,social_media,paid_social,CMP12_influencer,Conversion,Tablet,398,9,130,0.87,0.53,0.41,0.78,0.18,4.44
TP541,C288,CMP03,2024-05-27 03:11:00,2024-05-27,5,10,Web,website,web_referral,CMP03_influencer,Conversion,Desktop,129,10,174,0.93,-0.42,0.37,0.34,0.3,4.73
TP1047,C288,CMP01,2024-06-02 19:02:00,2024-06-02,6,10,Social,social_media,paid_social,CMP01_email,Awareness,Mobile,552,8,188,0.06,-0.67,0.37,0.87,0.69,9.33
TP1429,C288,CMP06,2024-06-19 11:20:00,2024-06-19,7,10,Mobile,mobile_app,mobile_push,CMP06_display,Conversion,Tablet,340,10,138,0.76,0.05,0.02,0.02,0.72,7.73
TP2576,C288,CMP03,2024-06-23 17:50:00,2024-06-23,8,10,Mobile,mobile_app,mobile_push,CMP03_influencer,Awareness,Desktop,1131,8,186,0.78,-0.08,0.35,0.59,0.86,6.69
TP1683,C288,CMP18,2024-06-27 15:09:00,2024-06-27,9,10,Mobile,mobile_app,mobile_push,CMP18_influencer,Retention,Desktop,609,2,131,0.22,-0.73,0.72,0.7,0.1,5.86
TP496,C288,CMP17,2024-06-29 13:23:00,2024-06-29,10,10,Web,website,web_referral,CMP17_display,Consideration,Mobile,1022,8,194,0.49,-0.47,0.51,0.47,0.55,2.75
TP1473,C289,CMP02,2024-03-02 17:40:00,2024-03-02,1,11,In-Store,offline_store,offline,CMP02_email,Awareness,Mobile,688,0,146,0.99,-0.25,0.77,0.14,0.55,0.51
TP409,C289,CMP03,2024-03-09 15:53:00,2024-03-09,2,11,Email,email,email,CMP03_influencer,Conversion,Desktop,659,6,36,0.6,0.48,0.76,0.21,0.02,8.82
TP656,C289,CMP04,2024-03-13 01:01:00,2024-03-13,3,11,Mobile,mobile_app,mobile_push,CMP04_display,Conversion,Mobile,102,7,122,0.14,-0.36,0.36,0.2,0.99,9.63
TP2217,C289,CMP19,2024-03-18 21:59:00,2024-03-18,4,11,Social,social_media,paid_social,CMP19_social_media,Conversion,Tablet,793,3,109,0.32,-0.71,0.78,0.61,0.41,1.08
TP1281,C289,CMP09,2024-04-13 13:09:00,2024-04-13,5,11,Email,email,email,CMP09_social_media,Conversion,Desktop,968,0,102,0.46,0.77,0.54,0.03,0.36,1.69
TP992,C289,CMP08,2024-04-29 02:00:00,2024-04-29,6,11,Mobile,mobile_app,mobile_push,CMP08_search,Consideration,Mobile,1028,2,72,0.93,-0.3,0.19,0.14,0.08,6.63
TP2464,C289,CMP11,2024-05-07 15:56:00,2024-05-07,7,11,In-Store,offline_store,offline,CMP11_display,Retention,Tablet,598,8,98,0.77,-0.28,0.25,0.25,0.95,4.37
TP1881,C289,CMP01,2024-05-09 16:47:00,2024-05-09,8,11,Email,email,email,CMP01_email,Consideration,Tablet,1007,3,172,0.14,-0.27,0.23,0.06,0.2,7.59
TP1461,C289,CMP14,2024-06-03 16:08:00,2024-06-03,9,11,Social,social_media,paid_social,CMP14_email,Consideration,Mobile,648,3,48,0.08,0.83,0.29,0.78,0.87,6.44
TP146,C289,CMP19,2024-06-13 02:01:00,2024-06-13,10,11,Mobile,mobile_app,mobile_push,CMP19_social_media,Retention,Tablet,1187,4,38,0.51,-0.29,0.31,0.88,0.57,6.1
TP2492,C289,CMP12,2024-06-17 15:53:00,2024-06-17,11,11,Email,email,email,CMP12_influencer,Conversion,Desktop,266,3,192,0.13,-0.01,0.5,0.77,0.27,2.95
TP666,C290,CMP06,2024-04-24 03:34:00,2024-04-24,1,2,Email,email,email,CMP06_display,Retention,Mobile,620,10,2,0.19,-0.73,0.56,0.68,0.2,5.48
TP611,C290,CMP12,2024-06-18 15:32:00,2024-06-18,2,2,Social,social_media,paid_social,CMP12_influencer,Retention,Desktop,88,8,45,0.31,-0.66,0.99,0.14,0.68,7.19
TP1910,C291,CMP03,2024-04-09 22:14:00,2024-04-09,1,4,Social,social_media,paid_social,CMP03_influencer,Conversion,Desktop,910,5,61,0.67,1.0,0.82,0.97,0.37,3.96
TP1409,C291,CMP04,2024-05-03 10:18:00,2024-05-03,2,4,Email,email,email,CMP04_display,Conversion,Mobile,241,5,166,0.46,0.63,0.16,0.69,0.4,6.0
TP1590,C291,CMP03,2024-05-04 08:02:00,2024-05-04,3,4,Social,social_media,paid_social,CMP03_influencer,Consideration,Desktop,1117,7,107,0.91,-0.27,0.32,0.56,0.68,2.89
TP1719,C291,CMP19,2024-06-11 00:43:00,2024-06-11,4,4,In-Store,offline_store,offline,CMP19_social_media,Conversion,Mobile,191,2,34,0.55,0.69,0.79,0.13,0.26,3.03
TP1192,C292,CMP12,2024-04-21 08:34:00,2024-04-21,1,4,Social,social_media,paid_social,CMP12_influencer,Awareness,Mobile,249,3,153,0.73,0.73,0.03,0.21,0.21,5.33
TP1508,C292,CMP05,2024-04-22 05:58:00,2024-04-22,2,4,Web,website,web_referral,CMP05_email,Consideration,Tablet,1143,2,172,0.01,0.46,0.9,0.12,0.97,7.66
TP860,C292,CMP06,2024-05-12 09:03:00,2024-05-12,3,4,Mobile,mobile_app,mobile_push,CMP06_display,Awareness,Tablet,346,0,32,0.16,0.75,0.1,0.06,0.81,0.84
TP1858,C292,CMP14,2024-05-26 21:59:00,2024-05-26,4,4,Web,website,web_referral,CMP14_email,Consideration,Tablet,421,4,109,0.57,-0.22,0.56,0.9,0.12,3.84
TP2073,C293,CMP19,2024-03-02 05:45:00,2024-03-02,1,9,Social,social_media,paid_social,CMP19_social_media,Conversion,Mobile,900,7,23,0.31,0.16,0.25,0.33,0.95,1.13
TP1347,C293,CMP19,2024-03-07 16:15:00,2024-03-07,2,9,In-Store,offline_store,offline,CMP19_social_media,Retention,Mobile,686,5,115,0.27,0.29,0.45,0.82,0.19,1.08
TP1809,C293,CMP08,2024-04-16 17:04:00,2024-04-16,3,9,In-Store,offline_store,offline,CMP08_search,Retention,Desktop,1191,4,167,0.92,0.89,0.92,0.13,0.59,3.71
TP2002,C293,CMP17,2024-04-20 10:47:00,2024-04-20,4,9,Social,social_media,paid_social,CMP17_display,Retention,Desktop,47,10,27,0.11,0.69,0.85,0.99,0.24,4.44
TP2610,C293,CMP03,2024-04-25 21:45:00,2024-04-25,5,9,Social,social_media,paid_social,CMP03_influencer,Conversion,Mobile,430,3,84,0.39,-0.6,0.87,0.82,0.63,8.38
TP1545,C293,CMP05,2024-05-08 19:13:00,2024-05-08,6,9,In-Store,offline_store,offline,CMP05_email,Conversion,Tablet,43,4,28,0.71,-0.42,0.39,0.95,0.83,4.74
TP163,C293,CMP01,2024-05-11 23:49:00,2024-05-11,7,9,Web,website,web_referral,CMP01_email,Conversion,Tablet,523,8,54,0.34,0.45,0.0,0.66,0.95,7.18
TP2088,C293,CMP11,2024-06-19 01:13:00,2024-06-19,8,9,In-Store,offline_store,offline,CMP11_display,Conversion,Mobile,453,3,58,0.73,0.32,0.72,0.93,0.24,2.44
TP1765,C293,CMP03,2024-06-20 23:01:00,2024-06-20,9,9,Mobile,mobile_app,mobile_push,CMP03_influencer,Conversion,Tablet,660,4,102,0.96,-0.84,0.75,0.72,0.73,0.76
TP1596,C294,CMP04,2024-03-22 23:16:00,2024-03-22,1,6,Social,social_media,paid_social,CMP04_display,Conversion,Desktop,963,6,185,0.27,0.5,0.41,0.13,0.67,9.65
TP027,C294,CMP06,2024-03-25 14:05:00,2024-03-25,2,6,Mobile,mobile_app,mobile_push,CMP06_display,Retention,Mobile,359,2,62,0.68,0.76,0.79,0.44,0.81,6.21
TP1226,C294,CMP01,2024-04-06 01:41:00,2024-04-06,3,6,Mobile,mobile_app,mobile_push,CMP01_email,Consideration,Desktop,390,3,119,0.04,0.92,0.67,0.54,0.45,4.11
TP1484,C294,CMP08,2024-05-28 11:26:00,2024-05-28,4,6,Web,website,web_referral,CMP08_search,Awareness,Tablet,1112,10,137,0.02,0.97,0.34,0.87,0.15,3.94
TP1087,C294,CMP06,2024-06-09 12:07:00,2024-06-09,5,6,Web,website,web_referral,CMP06_display,Conversion,Desktop,1047,1,41,0.36,0.16,1.0,0.28,0.91,9.23
TP305,C294,CMP08,2024-06-19 13:32:00,2024-06-19,6,6,In-Store,offline_store,offline,CMP08_search,Awareness,Mobile,755,2,11,0.61,-0.8,0.12,0.93,0.01,4.53
TP2094,C295,CMP03,2024-03-12 10:50:00,2024-03-12,1,6,Email,email,email,CMP03_influencer,Conversion,Tablet,178,8,180,0.36,0.58,0.85,0.82,0.39,2.85
TP2633,C295,CMP03,2024-03-28 21:37:00,2024-03-28,2,6,Email,email,email,CMP03_influencer,Consideration,Desktop,351,9,57,0.59,0.22,0.08,0.25,0.78,7.4
TP269,C295,CMP17,2024-04-26 10:27:00,2024-04-26,3,6,Email,email,email,CMP17_display,Retention,Tablet,286,0,56,0.91,-0.85,0.01,0.55,0.95,9.66
TP1869,C295,CMP02,2024-05-12 23:15:00,2024-05-12,4,6,Social,social_media,paid_social,CMP02_email,Retention,Mobile,139,3,30,0.17,-0.54,0.01,0.37,0.71,1.92
TP2264,C295,CMP17,2024-05-17 09:44:00,2024-05-17,5,6,Social,social_media,paid_social,CMP17_display,Conversion,Tablet,1029,6,107,0.35,-0.78,0.17,0.38,0.62,3.07
TP1426,C295,CMP02,2024-05-19 04:28:00,2024-05-19,6,6,Social,social_media,paid_social,CMP02_email,Retention,Tablet,1141,0,107,0.92,0.49,0.06,0.13,0.73,9.91
TP112,C296,CMP08,2024-03-05 02:10:00,2024-03-05,1,6,Mobile,mobile_app,mobile_push,CMP08_search,Consideration,Desktop,670,8,29,0.24,-0.27,0.12,0.73,0.29,9.85
TP1424,C296,CMP13,2024-04-03 06:09:00,2024-04-03,2,6,In-Store,offline_store,offline,CMP13_social_media,Conversion,Tablet,231,0,59,0.41,0.12,0.57,0.24,0.53,9.49
TP1396,C296,CMP03,2024-04-12 13:15:00,2024-04-12,3,6,Social,social_media,paid_social,CMP03_influencer,Conversion,Desktop,373,0,74,0.85,0.48,0.6,0.61,0.47,3.08
TP1864,C296,CMP08,2024-06-01 14:00:00,2024-06-01,4,6,Email,email,email,CMP08_search,Awareness,Mobile,851,0,108,0.18,0.54,0.69,0.07,0.76,5.04
TP1557,C296,CMP13,2024-06-18 00:45:00,2024-06-18,5,6,Web,website,web_referral,CMP13_social_media,Conversion,Tablet,783,3,48,0.33,-0.06,0.16,0.52,0.31,9.67
TP1900,C296,CMP06,2024-06-26 16:21:00,2024-06-26,6,6,In-Store,offline_store,offline,CMP06_display,Awareness,Tablet,821,8,76,0.5,-0.96,0.63,0.72,0.19,5.09
TP1558,C297,CMP13,2024-03-14 07:47:00,2024-03-14,1,2,Email,email,email,CMP13_social_media,Retention,Tablet,1169,6,49,0.41,0.38,0.79,0.77,0.11,4.98
TP2552,C297,CMP08,2024-06-07 19:28:00,2024-06-07,2,2,Email,email,email,CMP08_search,Conversion,Mobile,1181,6,3,0.61,0.58,0.9,0.69,0.82,1.3
TP351,C298,CMP03,2024-04-25 07:00:00,2024-04-25,1,1,Social,social_media,paid_social,CMP03_influencer,Awareness,Mobile,510,3,128,0.53,-0.29,0.79,0.07,0.63,9.06
TP1510,C299,CMP01,2024-03-16 19:15:00,2024-03-16,1,2,In-Store,offline_store,offline,CMP01_email,Awareness,Mobile,436,9,163,0.27,1.0,0.23,0.85,0.98,6.92
TP510,C299,CMP09,2024-04-19 21:40:00,2024-04-19,2,2,Social,social_media,paid_social,CMP09_social_media,Awareness,Tablet,287,9,112,0.48,0.47,0.33,0.05,0.68,7.32
TP1243,C300,CMP12,2024-06-07 12:53:00,2024-06-07,1,3,Email,email,email,CMP12_influencer,Retention,Mobile,264,10,95,0.45,-0.57,0.47,0.17,0.12,7.58
TP1329,C300,CMP17,2024-06-14 20:45:00,2024-06-14,2,3,Web,website,web_referral,CMP17_display,Retention,Tablet,83,6,19,0.4,0.52,0.8,0.89,0.49,4.14
TP2578,C300,CMP16,2024-06-24 18:41:00,2024-06-24,3,3,Social,social_media,paid_social,CMP16_social_media,Conversion,Tablet,695,10,110,0.5,-0.33,0.76,0.41,0.36,5.42
TP858,C301,CMP10,2024-03-11 12:25:00,2024-03-11,1,7,Email,email,email,CMP10_email,Conversion,Desktop,811,2,38,0.37,-0.04,0.08,0.31,0.2,0.95
TP2563,C301,CMP04,2024-04-07 07:01:00,2024-04-07,2,7,Mobile,mobile_app,mobile_push,CMP04_display,Awareness,Desktop,776,1,136,0.68,-0.33,0.94,0.36,0.77,2.07
TP1175,C301,CMP13,2024-04-19 21:54:00,2024-04-19,3,7,Social,social_media,paid_social,CMP13_social_media,Consideration,Tablet,268,6,92,0.15,-0.7,0.7,0.22,0.15,3.4
TP2203,C301,CMP08,2024-05-18 19:07:00,2024-05-18,4,7,Web,website,web_referral,CMP08_search,Consideration,Tablet,495,8,144,0.12,0.66,0.51,0.69,0.71,7.12
TP129,C301,CMP18,2024-05-29 17:08:00,2024-05-29,5,7,Mobile,mobile_app,mobile_push,CMP18_influencer,Retention,Desktop,44,2,145,0.54,0.52,0.13,0.68,0.56,8.73
TP1999,C301,CMP18,2024-06-07 11:53:00,2024-06-07,6,7,Social,social_media,paid_social,CMP18_influencer,Consideration,Tablet,735,8,189,0.45,0.58,0.33,0.49,0.25,7.39
TP2462,C301,CMP14,2024-06-18 08:37:00,2024-06-18,7,7,Social,social_media,paid_social,CMP14_email,Consideration,Tablet,252,2,108,0.11,0.04,0.6,0.67,0.07,5.91
TP1524,C302,CMP19,2024-03-12 16:29:00,2024-03-12,1,7,In-Store,offline_store,offline,CMP19_social_media,Retention,Tablet,506,6,10,0.66,0.72,0.11,0.22,0.03,8.68
TP1725,C302,CMP02,2024-03-12 18:56:00,2024-03-12,2,7,In-Store,offline_store,offline,CMP02_email,Conversion,Mobile,1034,5,30,0.21,-0.58,0.02,0.39,0.54,5.41
TP2097,C302,CMP16,2024-03-27 08:54:00,2024-03-27,3,7,Web,website,web_referral,CMP16_social_media,Conversion,Desktop,943,1,114,0.87,0.03,0.39,0.47,0.28,1.19
TP469,C302,CMP04,2024-04-06 06:08:00,2024-04-06,4,7,Social,social_media,paid_social,CMP04_display,Awareness,Mobile,1127,2,105,0.63,0.04,0.68,0.5,0.23,4.14
TP1563,C302,CMP04,2024-04-25 23:14:00,2024-04-25,5,7,Social,social_media,paid_social,CMP04_display,Conversion,Desktop,307,3,121,0.35,0.71,0.67,0.21,0.82,5.73
TP712,C302,CMP13,2024-06-02 00:44:00,2024-06-02,6,7,Email,email,email,CMP13_social_media,Awareness,Tablet,425,3,112,0.28,-0.66,0.29,0.4,0.0,1.03
TP2041,C302,CMP16,2024-06-09 15:56:00,2024-06-09,7,7,In-Store,offline_store,offline,CMP16_social_media,Consideration,Tablet,322,1,74,0.24,-0.42,0.75,0.09,0.56,3.4
TP1073,C303,CMP12,2024-03-05 15:17:00,2024-03-05,1,9,Email,email,email,CMP12_influencer,Retention,Tablet,208,8,167,0.46,0.03,0.35,0.65,0.5,3.06
TP1522,C303,CMP09,2024-03-18 12:44:00,2024-03-18,2,9,Social,social_media,paid_social,CMP09_social_media,Retention,Tablet,206,6,28,0.03,0.2,0.63,0.17,0.65,9.82
TP1200,C303,CMP06,2024-03-27 02:25:00,2024-03-27,3,9,Web,website,web_referral,CMP06_display,Conversion,Mobile,1051,7,174,0.93,-0.78,0.85,0.77,0.76,5.04
TP908,C303,CMP11,2024-04-15 09:14:00,2024-04-15,4,9,Email,email,email,CMP11_display,Awareness,Tablet,770,8,167,0.03,0.15,0.87,0.82,0.92,2.36
TP1753,C303,CMP12,2024-04-22 15:25:00,2024-04-22,5,9,Mobile,mobile_app,mobile_push,CMP12_influencer,Conversion,Tablet,277,8,80,0.73,-0.05,0.15,1.0,0.73,7.1
TP2374,C303,CMP01,2024-05-10 13:46:00,2024-05-10,6,9,Mobile,mobile_app,mobile_push,CMP01_email,Awareness,Tablet,733,0,132,0.09,0.92,0.66,0.06,0.06,6.13
TP981,C303,CMP13,2024-05-22 00:35:00,2024-05-22,7,9,Web,website,web_referral,CMP13_social_media,Consideration,Tablet,980,8,48,0.59,-0.57,0.06,0.73,0.16,4.49
TP1932,C303,CMP05,2024-06-12 14:20:00,2024-06-12,8,9,In-Store,offline_store,offline,CMP05_email,Awareness,Mobile,470,2,40,0.45,-0.62,0.89,0.5,0.25,7.24
TP1487,C303,CMP05,2024-06-18 04:29:00,2024-06-18,9,9,In-Store,offline_store,offline,CMP05_email,Awareness,Tablet,455,4,156,0.26,-0.63,0.88,0.64,0.24,1.95
TP105,C304,CMP02,2024-03-13 01:50:00,2024-03-13,1,6,Email,email,email,CMP02_email,Conversion,Mobile,1023,1,37,0.88,0.5,0.71,0.87,0.94,9.0
TP412,C304,CMP18,2024-04-08 04:49:00,2024-04-08,2,6,In-Store,offline_store,offline,CMP18_influencer,Awareness,Desktop,547,2,36,0.57,-0.67,0.49,0.88,0.53,7.33
TP2227,C304,CMP15,2024-04-08 23:53:00,2024-04-08,3,6,Email,email,email,CMP15_display,Conversion,Desktop,52,9,84,0.06,0.35,0.93,0.84,0.37,5.19
TP372,C304,CMP18,2024-05-11 15:13:00,2024-05-11,4,6,Mobile,mobile_app,mobile_push,CMP18_influencer,Conversion,Mobile,216,10,134,0.04,0.91,0.69,0.62,0.91,4.06
TP448,C304,CMP11,2024-05-31 12:22:00,2024-05-31,5,6,Mobile,mobile_app,mobile_push,CMP11_display,Retention,Desktop,184,8,74,0.39,-0.31,0.02,1.0,0.31,3.12
TP362,C304,CMP08,2024-06-12 08:40:00,2024-06-12,6,6,Email,email,email,CMP08_search,Consideration,Mobile,97,6,10,0.09,-0.27,0.82,0.86,0.34,7.04
TP2514,C305,CMP11,2024-03-27 13:51:00,2024-03-27,1,8,In-Store,offline_store,offline,CMP11_display,Conversion,Tablet,1134,9,110,0.9,-0.18,0.66,0.63,0.11,0.91
TP2602,C305,CMP13,2024-04-05 18:05:00,2024-04-05,2,8,Social,social_media,paid_social,CMP13_social_media,Consideration,Mobile,94,7,49,0.85,-0.18,0.17,0.12,0.37,8.72
TP2082,C305,CMP17,2024-05-12 11:21:00,2024-05-12,3,8,Web,website,web_referral,CMP17_display,Awareness,Tablet,189,1,115,0.51,-0.8,0.34,0.62,0.81,3.63
TP924,C305,CMP09,2024-05-23 03:53:00,2024-05-23,4,8,Web,website,web_referral,CMP09_social_media,Consideration,Tablet,637,2,55,0.92,0.92,0.71,0.6,0.78,8.58
TP1655,C305,CMP08,2024-05-28 21:14:00,2024-05-28,5,8,Social,social_media,paid_social,CMP08_search,Consideration,Mobile,635,7,152,0.14,-0.86,0.97,0.82,0.45,6.17
TP1380,C305,CMP10,2024-05-29 03:50:00,2024-05-29,6,8,Web,website,web_referral,CMP10_email,Consideration,Mobile,1083,7,50,0.57,-0.4,0.9,0.95,0.95,2.54
TP1925,C305,CMP19,2024-06-10 12:49:00,2024-06-10,7,8,In-Store,offline_store,offline,CMP19_social_media,Retention,Desktop,153,9,176,0.89,0.72,0.3,0.36,0.22,5.08
TP555,C305,CMP05,2024-06-24 09:58:00,2024-06-24,8,8,Email,email,email,CMP05_email,Awareness,Desktop,1074,0,35,0.49,-0.24,0.2,0.31,0.71,3.28
TP519,C306,CMP18,2024-03-11 03:51:00,2024-03-11,1,4,Web,website,web_referral,CMP18_influencer,Consideration,Mobile,803,9,108,0.24,-0.69,0.27,0.78,0.51,6.37
TP1088,C306,CMP08,2024-04-25 04:11:00,2024-04-25,2,4,In-Store,offline_store,offline,CMP08_search,Retention,Mobile,1135,8,94,0.1,-0.76,0.79,0.94,0.69,5.11
TP2317,C306,CMP11,2024-05-22 09:00:00,2024-05-22,3,4,Social,social_media,paid_social,CMP11_display,Consideration,Desktop,308,3,129,0.59,-0.21,0.45,0.87,0.28,8.69
TP1060,C306,CMP12,2024-05-25 01:18:00,2024-05-25,4,4,In-Store,offline_store,offline,CMP12_influencer,Retention,Tablet,398,10,169,0.58,0.6,0.08,0.17,0.24,8.94
TP251,C307,CMP08,2024-03-18 00:07:00,2024-03-18,1,4,Web,website,web_referral,CMP08_search,Consideration,Mobile,325,5,119,0.97,0.31,0.68,0.16,0.07,1.29
TP1856,C307,CMP16,2024-04-11 21:04:00,2024-04-11,2,4,Web,website,web_referral,CMP16_social_media,Conversion,Mobile,888,3,196,0.65,-0.46,0.96,0.14,0.87,5.97
TP2577,C307,CMP12,2024-04-12 02:39:00,2024-04-12,3,4,In-Store,offline_store,offline,CMP12_influencer,Consideration,Tablet,811,5,58,0.95,0.9,0.25,0.96,0.2,6.49
TP058,C307,CMP12,2024-04-24 02:12:00,2024-04-24,4,4,Mobile,mobile_app,mobile_push,CMP12_influencer,Retention,Mobile,275,2,24,0.85,0.85,0.09,0.61,0.11,1.98
TP582,C308,CMP16,2024-03-04 12:24:00,2024-03-04,1,3,In-Store,offline_store,offline,CMP16_social_media,Awareness,Desktop,98,3,2,0.98,-0.11,0.22,0.57,0.51,9.31
TP1097,C308,CMP03,2024-05-06 22:38:00,2024-05-06,2,3,Web,website,web_referral,CMP03_influencer,Retention,Mobile,1056,1,136,0.66,-1.0,0.63,0.01,0.66,6.12
TP334,C308,CMP17,2024-06-04 14:43:00,2024-06-04,3,3,Email,email,email,CMP17_display,Awareness,Desktop,540,7,185,0.19,0.5,0.84,0.91,0.7,1.41
TP1840,C309,CMP07,2024-03-06 22:59:00,2024-03-06,1,6,Email,email,email,CMP07_email,Conversion,Desktop,319,9,175,0.83,-0.43,0.15,0.16,0.97,7.65
TP1444,C309,CMP03,2024-04-06 04:02:00,2024-04-06,2,6,Mobile,mobile_app,mobile_push,CMP03_influencer,Conversion,Desktop,747,3,71,0.66,-0.77,0.77,0.69,0.35,4.45
TP2574,C309,CMP08,2024-04-22 20:20:00,2024-04-22,3,6,Email,email,email,CMP08_search,Consideration,Tablet,294,1,17,0.43,0.02,0.72,0.12,0.86,7.64
TP1582,C309,CMP05,2024-05-10 07:36:00,2024-05-10,4,6,Web,website,web_referral,CMP05_email,Consideration,Mobile,221,1,55,0.84,-0.91,0.96,0.67,0.75,3.99
TP2408,C309,CMP08,2024-05-19 05:07:00,2024-05-19,5,6,Email,email,email,CMP08_search,Conversion,Desktop,959,7,86,0.14,-0.79,0.54,0.87,0.61,9.33
TP022,C309,CMP15,2024-05-20 04:44:00,2024-05-20,6,6,Web,website,web_referral,CMP15_display,Consideration,Desktop,900,0,6,0.54,0.8,0.83,0.74,0.49,5.8
TP093,C310,CMP13,2024-03-18 08:07:00,2024-03-18,1,6,In-Store,offline_store,offline,CMP13_social_media,Awareness,Mobile,495,10,156,0.13,-0.12,0.84,0.0,0.42,4.45
TP1872,C310,CMP11,2024-04-13 17:52:00,2024-04-13,2,6,Social,social_media,paid_social,CMP11_display,Awareness,Mobile,214,1,180,0.15,-0.32,0.66,0.21,0.34,2.26
TP2480,C310,CMP12,2024-05-08 00:19:00,2024-05-08,3,6,Mobile,mobile_app,mobile_push,CMP12_influencer,Awareness,Desktop,485,8,126,0.96,-0.51,0.69,0.08,0.3,5.68
TP1853,C310,CMP13,2024-05-19 22:23:00,2024-05-19,4,6,Social,social_media,paid_social,CMP13_social_media,Awareness,Tablet,666,2,187,0.57,0.11,0.15,0.79,0.81,0.98
TP2112,C310,CMP08,2024-06-08 20:22:00,2024-06-08,5,6,Mobile,mobile_app,mobile_push,CMP08_search,Conversion,Mobile,1008,3,175,0.61,0.83,0.56,0.06,0.9,7.71
TP401,C310,CMP16,2024-06-28 21:56:00,2024-06-28,6,6,Web,website,web_referral,CMP16_social_media,Conversion,Tablet,36,10,30,0.1,0.38,0.08,0.59,0.98,5.43
TP1930,C311,CMP19,2024-03-24 17:20:00,2024-03-24,1,6,In-Store,offline_store,offline,CMP19_social_media,Conversion,Tablet,1190,7,121,0.37,0.22,0.45,0.74,0.87,6.81
